ASN,Organization
268560,VIPTELECOM INTERNET BANDA LARGA
268568,ImplantarTelecomNet
268573,GNET TELECOM SERVIÇOS COMUNICAÇÃO LTDA
268576,CONECT TELECOM LTDA - ME
268588,J.LP FONSECA TELECOM
268597,RC TELECOMUNICAOES
268605,SRG TELECOM
268611,WJ NET
268625,NETFAST TELECOMUNICACOES E MULTIMIDIA LTDA
268635,FIBER UP TELECOM EIRELI
268645,AJA DIGITAL
268657,BLESS TELECOMUNICACOES LTDA
268674,Conexão Bahia Sul
268675,Web Fiber Provedor Telecom Acesso A Redes de Inter
268689,LINKAR TELECOM
268700,Salatiel dos Santos Teles Informatica
268707,4WNET AS268707
268710,YES FIBRA TELECOMUNICACOES LTDA
268733,MaetingaNET
268751,IBV Telecom
268755,Stok Info Telecom Ltda-me
268757,BRITO & GONCALVES LTDA ME
268773,VLA TELECOMUNICACOES - AS268773
268782,H-NET TELECOM
268787,SEU WIFI TELECOM LTDA
268788,HEXA TELECOM
268791,E C de CANO
268803,JRB TELECOM LTDA
268817,FIBER TELECOMUNICACOES
268824,Connectmax Telecom
268829,JARAGUA TECNOLOGIA EM TELECOMUNICACOES
268869,FIBRA PLUS TELECOM
268872,VALETELECOM CE
268884,Triplotel
268935,VibeNet Telecom
268944,Martins & Martins Telecom
268976,Weclix Telecom
268980,NOXY COMUNICAÇÃO E TELECOMUNICAÇÃO LTDA.
268983,NAXOS TELECOM
268988,MULTINET TELECOM
269004,MORE SPEED INFORMATICA E TELECOM
269025,GmaX Telecomunicaçao
269028,L2Comercio
269036,ATEX
269037,L2M TELECOMUNICAÇÕES EIRELI
269056,LNK Telecom
269067,RVTNET
269073,NipTelecom Telecomunicacoes LTDA
269077,VISION TELECOM SERVICOS DE COMUNICACAO MULTIMIDIA
269082,Fonseca Telecomunicacoes
269096,NORTH TELECOMUNICACOES
269107,J L TELECOMUNICACAO E MULTIMIDIA COMERCIO E SERVIC
269108,UNT TELECOM
269109,MARKTEC TELECOM
269121,VG WEB INTERNET E TELECOM LTDA - ME
269136,Andre L. Azariti & Cia LTDA
269138,ASN269138
269146,NOKE TELECOMUNICACOES
269158,SPEED TELECOM
269164,planoip telecom
269173,TECNET TELECOM
269174,FIXANET TELECOM PROVEDOR DE INTERNET
269179,CONNECT FIBER TELECOM
269188,HUBTEL TECNOLOGIA DE COMUNICAÇÃO EIRELI
269193,Iktelecom Ltda
269200,CONNECT TELECOMUNICACOES LTDA
269204,FIBER.NET
269220,Vamos Internet Telecom
269231,BIOS NETWORKS TELECOMUNICAÇÕES
269243,RedeVista Telecom
269246,VCONNECT TELECOM
269249,Nexo Telecom LTDA
269250,EVOLUCAO TELECOM LTDA
269258,NETBOX TELECOM EIRELI - ME
269308,TELECOM ORBI
269317,MM TELECOM
269335,SUPORT TELECOM LTDA
269339,CONEXAO WEB TELECOM LTDA
269352,Netcenter Telecom
269357,Inter fibra telecomunicação
269359,CANAA TELECOMUNICAÇÕES LTDA - ME
269363,S GALVAO TELECOMUNICACOES
269382,PORTAL NET TELECOM SERVIÃOS DE INTERNET
269396,UNIR TELECOM
269401,EY TELECOMUNICACOES
269409,Rio Online Telecomunicações e Informática Ltda Me
269411,G3LINK TELECOM SERVICO DE COMUNICACAO MULTIMIDIA
269416,SEMEAR TELECOM
269433,LINK TELECOM SERVIÇOS DE INTERNET
269435,SISTEL FIBRA
269447,Aquidaweb Telecomunicações e Multimidia Ltda EPP
269469,GIGAR TELECOMUNICACOES LTDA ME
269473,i4 Telecom Eireli
269478,67 TELECOMUNICACOES
269485,JRNETWORKS Telecom
269499,FIBRALINK INTERNET E TELECOMUNICACOES
269501,OneTech Telecom
269506,BRLOGNET TELECOMUNICACOES LTDA
269524,Suprema Network Telecom
269526,AFS TELECOM LTDA. -ME
269538,CONECTEC NET LTDA
269546,BITNET TELECOM
269554,Três Marias Fiber Telecom
269571,TEX TELECOM EIRELI
269595,VGRNET
269614,ONLLINE TELECOMUNICACOES
269633,LCE TELECOM
269634,FIXTELL TELECOM NE LTDA
269635,SC TELECOMUNICAÇÕES LTDA
269638,SPEEDY TELECOM
269639,WORKSAT SERVIÇOS DE TELECOMUNICAÇÕES
269656,RK Telecom Provedor Internet LTDA
269657,MPLINE TELECOM
269662,TELE FIBRAS INTERNET BANDA LARGA LTDA
269665,LEKST TELECOM
269680,TCL Cortez Servicoes en telecominicacoes
269684,LANFIBRA TELECOMUNICACOES - EIRELI
269687,Inova Teleinformatica
269688,ASN269688
269698,INTERCLUB FIBRA TELECOM LTDA
269704,G DE OLIVEIRA LIMA SERVICOS DE TELECOMUNICOES
269712,OCTA TELECOM
269713,Voo Telecom AP
269714,Vipfiber Telecom Ltda
269715,InfinityGo Telecom
269733,REDCENTRAL TELECOMUNICACIONES LTDA
269797,LOCH TEL SRL (GOLOCHTEL)
269803,INVENTA TELECOMUNICACIONES
269816,TELE MON
269831,SERVICIO DE TELECOMUNICACIONES OROBLA
269832,MDSTELECOM
269843,BANTEL
269852,LOJANOS TELECOMUNICACIONES
269873,COOPERATIVA TELEFONICA INTEGRAL DE OBRAS Y PROVISION DE SERVICIOS PUBLICOS SANTA SYLVINA LTDA
269901,MARAVECA TELECOMUNICACIONES
269918,SISTEMAS TELCORP C.A.
269921,Telecable Central Puerto Plata
269928,TELECOMUNICACIONES RHJ C. A.
269936,TELEVISION MONTALVO VISION MONVISION
270006,INTEL COMUNICACIONES PERÚ SAC
270023,TELECOM BOLIVIA S.A.C
270026,RED SERVITEL
270044,CORRIENTES TELECOMUNICACIONES
270045,TELECOMUNICACIONES OPORTUNAS INTELIGENTES SRL
270052,STARTELECOM S.A.
270071,SIGNAL-TELECOM TELECOMUNICACIONES & T.I CIA
270158,WANTELCO SA DE CV
270237,MULT3 TELECOM
270241,m.a.carvalho telecomunicacoes - me
270242,EVEREST TELECOM EIRELI - ME
270243,FAMNET TELECOM PROVEDORES DE ACESSO LTDA
270253,SICONECT TELECOMUNICACOES
270269,WEB PROVEDORES E TELECOMUNICAÇÕES
270270,Gama Telecom
270276,VELOCITYNET TELECOM
270277,Nexus Telecom
270313,WN Tellecom
270330,PORTAL NET TELECOMUNICACOES LTDA
270333,Net Company Telecom
270334,NET 100A
270340,NETCOM TELECOMUNICAÇOES LTDA
270341,Futel Telecom
270344,GA Telecom
270368,TR TELECOMUNICACOES
270372,CEUNET TELECOM
270375,CONNECT TELECOM LTDA
270383,MULTI TELECOMUNICACAO LTDA
270391,Raiznet Telecom Ltda
270413,PGF SERVICO DE TELECOMUNICACOES LTDA
270436,SOOU TELECOM
270438,GBNET
270444,ZBL TELECOM
270458,FIBRA MAIS
270463,ASCES NET TELECOMUNICACAO LTDA ME
270465,CRS SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA
270474,E.D.F DE ARAGAO TELECOMUNICAÇOES EIRELE - ME
270506,G5 Rede de Telecomunicacoes Multimidia
270512,Nw3 telecomunicações
270515,Enter Telecom
270518,Atec Informatica Telecom Martinez e Rocha LTDA
270531,POLVO TELECOMUNICACOES EIRELLI
270543,Gwg telco telecomunicaçoes eireli
270544,JB TELECOMUNICACOES & SOLUCOES
270548,AGI TELECOM
270549,Oliveira e Novaes Serviços de Telecomunicação LTDA
270552,WCL TELECOM
270561,net rapida telecomunicações do brasil
270562,ET NET TELECOMUNICACOES E CONSULTORIA LTDA
270608,RODRIGO ALBERTO CARLOS-ME
270625,M. S. TELECOMUNICACOES LTDA
270641,YAS TELECOMUNICACOES EIRELI
270642,ASN270642
270646,LONDRINET TELECOMUNICACOES
270664,A K C PROV DE ACESSO AS REDES DE TEL. E INF
270678,W.B.G INFORMATICA E TELECOMUNICACOES EIRELI
270685,SUMER NET SERVICOS DE TELECOMUNICACOES
270692,JOSE CARLOS GONZAGA CARDOSO
270708,WEBNET GLOBAL TELEFONIA E COMUNICACAO
270715,TELECOM SERVIÇOS DE INTERNET LTDA
270718,ACSNET TELECOM
270722,CSO.NET TELECOM
270733,netmax telecomunicacoes ltda
270736,MASTERNET TELECOMUNICACAO LTDA
270738,Cedro Telecom
270751,RNET TELECOM LTDA ­ ME
270755,GLOBAL TELECOMUNICAÇÕES
270790,MegaLink TI e Telecom LTDA
270814,ZAAZ PROVEDOR DE INTERNET E TELECOMUNICACOES
270816,ZAMTECH COM TELECOMUNICACOES LTDA
270834,3D COIMBRA TELECOMUNICACOES EIRELI
270868,IP TELECOM E SISTEMAS
270873,VISION NET TELECOMUNICAÇÃO LTDA
270877,INTERNETUP TELECOMUNICAÇÕES LTDA
270896,CARIOCA NET SERVICOS DE TELECOMUNICACOES LTDA
270915,Nova Web Telecom 270915
270927,FUTURACONNECT TELECOMUNICAÇOES LTDA
270943,FIBINET NETWORKS TELECOMUNICACOES LTDA
270949,Vello Serviços de Telecomunicações
270959,WIX TELECOM DO BRASIL
270968,GRUPO TELECOM
270969,CARVALHO & DUARTE TELECOM
270976,FOX NET FS
270989,IP Telecomunicacoes
271008,RSCONNECTION TELECOM COMERCIO E SERVIÇO
271013,MP NET TELECOM
271016,G NETWEB TELECOM
271034,GM Telecom LTDA
271038,Mega Turbo Internet Banda Larga Telecom LTDA
271042,BOT INTERNET E SERVICOS DE TELECOMUNICACOES
271057,FIBERLINK TELECOM LTDA
271060,ASN271060
271066,AB NET TELECOM
271071,NAVEGAI SERVICOS DE TELECOMUNICACOES E INFORMATICA
271083,SF Telecomunicações Ltda
271108,HBA TELECOM
271117,Ultranet Ipava Telecom Ltda
271131,Giga Sul Telecom
271134,R&R Telecomunicacoes
271138,GR FAST NET TELECOMUNICACOES
271148,NEXTALL
271158,HDC TELECOM LINK DEDICADO FIBRA ÓPTICA TV E TELE
271160,CONNECT FIBRA SERVICOS DE TELECOMUNICACAO
271179,AF TELECOM
271186,EUNAPOLIS TELECOM LTDA
271188,VOCAL NET TELECOMUNICAÇÕES LTDA
271194,online telecomunicações eirele
271199,MULTNET TELECOM LTDA
271202,NavegNet Telecom
271215,4CJ SERVICOS E TELECOMUNICACOES LTDA
271218,AL TELECOM - TELECOMUNICAÇÕES LTDA
271237,MAXXLINK TELECOMUNICAÇÕES
271240,PIXEL INTERNET E TELECOMUNICACOES EIRELI
271241,Fbnet Telecom
271251,LAR NET TELECOMUNICAÇÕES LTDA
271254,ME TELECOM SERVIÇOS DE INTERNET LTDA
271258,ERICK TELECOM
271260,MYCONNECT SERVICOS DE TELECOMUNICACAO LTDA
271263,GILEADE TELECOMUNICACOES E MULTIMIDIA
271265,TUDO ON TELECOMUNICACOES
271267,Vision Connect Telecomunicaçoes Ltda Me
271270,T5 Telecom
271278,A B OLIVEIRA TELECOMUNICACAO E INFORMARTICA
271285,MG TELECOM
271314,JECTIX
271327,BEM MAIS SERVIÇOS DE TELECOMUNICAÇÕES
271338,TITAM NET TELECOM
271352,Starsat Telecom Comercio e Serviços LTDA
271365,WWC Telecom
271376,7LINK TELECOM EIRELI
271380,GLOBAL CONECTA TELECOM EIRELI
271401,ATUAL TELECOM
271413,CASTRO TELECOM
271415,S3 Net Soluções Inteligentes
271416,Cuiabá Telecom
271429,LC SERVICOS TELECOMUNICACOES E INFORMATICA EIRELI
271439,PLANET TEL TELECOMUNICACOES - EIRELI
271441,JA Telecom
271486,AP SOLUCOES EM NETWORK E INFORMATICA
271513,INTERTOP - TELECOMUNICAÇÕES LTDA
271514,WEB ONLINE TELECOMUNICACOES EIRELI ME
271531,TURBO LOGNET TLN TELECOM
271550,FIBRANET TELECOM EIRELI
271551,HIPERLINK TELECOM
271558,Conecta Vale Serviço de Telecomunicação EIRELI
271596,MaxNet Telecom
271618,Virtual Revolution Fibra Telecomunicações
271622,FOUR SOLUCOES E SERVIÇOS DE TELECOMUNICACOES
271639,HOME ON TELECOMUNICACOES LTDA
271646,ULTRALINK TELECOM
271650,LC NET TELECOMUNICAÇOES LTDA
271689,AGE TELECOMUNICACOES LTDA
271690,AGUIA NET TELECOMUNICACOES EIRELI
271696,N. Z. RAMOS TELECOMUNICACOES EIRELI
271701,CONNEX TELECOM
271761,CLICK FIBRA TELECOMUNICACOES
271773,WOM Colombia
271795,SERVITELCONET
271799,TELERY Networks
271813,COMUNICACIONES MIGTEL C.A.
271880,GIGABITS TELECOM C.A.
271884,VIPTEL COMMUNICATIONS C.A.
271898,MKTEL
271909,TELECOMUNICACIONES MANTENIMIENTO Y SERVICIOS P&C C.A.
271936,SERVICIOS DE TELECOMUNICACIONES ATVCABLE
271943,White
271971,CABLE SATELITE
271979,INSTALACION DE REDES DE TELECOMUNICACIONES SRL (IREDETCOM)
271982,TVICOM
271992,ANTIOQUEÑA DE TELECOMUNICACIONES
272011,TELEMARCH
272048,TELECOMUNICACIONES FASTNET F.G 50 C.A.
272085,TELECOMUNICACIONES DEL FUTURO
272097,GRUPO COCAVISION
272112,TELECABLE DOMINICANO
272122,G-Network
272132,TELE-COTUI S.R.L.
272535,VIXNET TELECOM SERVICOS DE COMUNICACAO
272539,ENEVE TELECOMUNICACOES LTDA
272564,Javanet Telecom
272605,GRUPO 3D TELECOM
272636,ZOE NET TELECOMUNICACOES E TECNOLOGIA LTDA
272854,TELECOMUNICACIONES SILVERDATA C.A.
272937,272937
273019,DIRECTV CHILE TELEVISION LIMITADA
273054,TELEVISION POR CABLE VIA SATELITE CABLE YOJOA TV SOCIEDAD DE RESPONSABILIDAD LIMITADA
273061,273061
273173,TELECOM 3 C.A
273205,WLINK TELECOM CA
273309,ISPRO TELECOM
273316,E-TECH TELECOM
273350,GNS TELECOM
273451,BRANDAONET SERVICOS E TELECOMUNICACOES LDTA
273511,Saldanha.Net Telecom
273568,UNICA TELECOM
273683,ALLREDE TELECOM LTDA
273850,SERVICIOS DE TELECOMUNICACIONES E INFORMATICA S.A.S.
273960,273960
327688,Screamer Telecommunications
327697,Free Reunion
327707,Airtel Rwanda AS327707
327708,Airtel Rwanda AS327708
327712,Telecom Algeria
327726,New Telco South Africa
327756,Airtel Chad
327769,Spacetel - Guine-Bissau
327776,Stature
327782,Metrofibre Networx (PTY) Ltd
327799,VIETTEL BURUNDI
327808,TESUCO TELECOMMUNICATIONS (PTY) LTD
327818,BENIN-IX
327829,SKYTIC TELECOM
327830,Concerotel Botswana Pty Ltd
327885,Viettel Tanzania PLC
327907,Session Telecoms(PTY)
327931,Optimum Telecom Algeria
327934,SOCIETE NATIONALE DES TELECOMMUNICATIONS (Tunisie Telecom)
327981,Ekovolt Telco
328001,Satellite Software
328029,Web Telecom Services (PTY) Ltd
328061,TELCO S.A
328073,IONTel
328111,IP WORLD
328154,NETSPACE -SERVICOS DE TELECOMUNICACOES LDA
328169,Swazi Mobile
328176,ITTX Telecoms
328191,Companhia Santomense de Telecomunicacoes
328250,Golis Telecom Somalia
328253,ALPHA TELECOMMUNICATION MALI-ATEL
328286,Libyana Mobile Phone Company
328323,Brilliant Telecommunications
328450,F & G Telecommunications cc
328471,HERO TELECOMS
328488,DK Telecom
328539,Giga for Telecommunication and Technology
328576,TelcoExchange (aka AS328576.net)
328613,Trakatel Limited
328636,Jambo telecoms limited
328652,Hirani Telecommunication ltd
328723,Telasera
328733,AWAL TELECOM & TECHNOLOGY
328755,Digitel Holdings Limited
328780,IMBIL TELECOM SOLUTIONS NIG. LTD
328866,NEWTELNET CAMEROUN
328975,MTAANI TELECOM
328988,ORG-STEP1-AFRINIC
328997,ORG-RA11-AFRINIC
329027,Ozone
329066,Datacom Telecommunication Limited
329152,ATIS TELCOM LIMITED
329170,Boss Telecom
329248,Simtel ISP
329255,Telcoptics
329341,Tatu Telecom Company SEZ Limited
329421,Localtel Communications Limited
329472,SPARK Internet Service Provider
393457,HCE Telecom Inc.
393573,Fuse Telecom
393632,NFTC Telecom
394111,Foothills Rural Telephone Cooperative Corporation Inc.
394333,TRANSATEL US
394474,WhiteLabelColo
394625,WhiteLabel IT Solutions
394708,Horizon Telcom Inc.
394710,TelMAX
394778,Northeast Missouri Rural Telephone Co.
395582,Grand River Mutual Telephone Corporation
395965,Carrytel
396338,Altima TRT
396461,Natel Broadband
397340,Glasford Telephone Company
397361,Poka Lambro Telephone Cooperative Inc.
399435,Lipan Telephone Company
399844,Saskatchewan Telecommunications
399893,Richmond Telephone Company LLC
400212,VergeTel Group LLC
400439,Consolidated Telcom
400610,Middle Michigan Network for Educational Telecommunications
400662,Dobson Technologies - Transport and Telecom Solutions LLC
