JA4,User Agent
t13d131000_f57a46bbacb6_e7c285222651,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/121.0.0.0 Safari/537.36|Mozilla/5.0 Macintosh; Intel Mac OS X 10.15; rv:123.0 Gecko/20100101 Firefox/123.0|Mozilla/5.0 compatible; Googlebot/2.1; +http://*** |Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/144.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64; rv:121.0 Gecko/20100101 Firefox/121.0|Googlebot/2.1 +http://*** |Mozilla/5.0 Windows NT 10.0; Win64; x64; rv:123.0 Gecko/20100101 Firefox/123.0|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/122.0.0.0 Safari/537.36|Mozilla/5.0 iPhone; CPU iPhone OS 14_4 like Mac OS X AppleWebKit/605.1.15 KHTML like Gecko Version/15.4 Mobile/15E148 Safari/604.1|Gohttpclient/1.1|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/120.0.0.0 Safari/537.36|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/122.0.0.0 Safari/537.36|Mozilla/5.0 iPhone; CPU iPhone OS 17_3 like Mac OS X AppleWebKit/605.1.15 KHTML like Gecko Version/17.3 Mobile/15E148 Safari/604.1|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/91.0.4472.124 Safari/537.36|Mozilla/5.0 iPhone; CPU iPhone OS 13_2_3 like Mac OS X AppleWebKit/605.1.15 KHTML like Gecko Version/13.0.3 Mobile/15E148 Safari/604.1|Mozilla/5.0 Windows NT 10.0; Win64; x64; rv:122.0 Gecko/20100101 Firefox/122.0|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/131.0.0.0 Safari/537.36|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/121.0.0.0 Safari/537.36|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/605.1.15 KHTML like Gecko Version/17.3 Safari/605.1.15|Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko Chrome/122.0.0.0 Safari/537.36|Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko Chrome/120.0.0.0 Safari/537.36|Mozilla/5.0 X11; Linux x86_64; rv:123.0 Gecko/20100101 Firefox/123.0|Mozilla/5.0 Linux; Android 14; Pixel 8 Pro AppleWebKit/537.36 KHTML like Gecko Chrome/122.0.0.0 Mobile Safari/537.36|Mozilla/5.0 compatible; bingbot/2.0; +http://*** |Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/90.0.4430.212 Safari/537.36|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/605.1.15 KHTML like Gecko Version/17.2 Safari/605.1.15|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/124.0.0.0 Safari/537.36|Mozilla/5.0
t13d131000_f57a46bbacb6_e5728521abd4,Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko Chrome/137.0.0.0 Safari/537.36
t13d131000_f57a46bbacb6_ab7e3b40a677,Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/123.0.0.0 Safari/537.36|Mozilla/5.0 compatible; Googlebot/2.1; +http://*** |Mozilla/5.0
t13d121100_a538d02d76d5_ec00921739dd,Mozilla/5.0 compatible; Timpibot/0.8; +http://*** 
t13d1114h2_5e2a75874763_89e9e4bb3419,okhttp/5.3.0
t13d1113h2_5e2a75874763_0c2151eeb530,CCBot/2.0 https://*** 
t13d111300_c5d436628c5c_b71bd617d76c,Mozilla/5.0 compatible; Timpibot/0.8; +http://*** 
t13d111000_da45bb068dee_e7c285222651,Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/605.1.15 KHTML like Gecko Version/17.4 Safari/605.1.15|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/60.0.3112.113 Safari/537.36|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/123.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/125.0.0.0 Safari/537.36|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/120.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/605.1.15 KHTML like Gecko Version/17.2 Safari/605.1.15|Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko Chrome/122.0.0.0 Safari/537.36
t13d1012h2_18ef40b21276_6c9e902ecd13,curl/8.7.1
t13d1012h1_18ef40b21276_6c9e902ecd13,curl/8.7.1|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36
t13d1011h2_61a7ad8aa9b6_4557de574d7b,
t13d1011h2_61a7ad8aa9b6_3fcd1a44f3e3,Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/131.0.0.0 Safari/537.36; compatible; OAISearchBot/1.3; +https|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/131.0.0.0 Safari/537.36; compatible; OAISearchBot/1.0; +https|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/131.0.0.0 Safari/537.36; compatible; OAISearchBot/1.0; robots|Mozilla/5.0 AppleWebKit/537.36 KHTML like Gecko; compatible; ClaudeBot/1.0; +claudebot@anthropic.com|Mozilla/5.0 AppleWebKit/537.36 KHTML like Gecko; compatible; GPTBot/1.2; +https://*** |Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/605.1.15 KHTML like Gecko Version/17.2 Safari/605.1.15|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/131.0.0.0 Safari/537.36; compatible; OAISearchBot/1.3; robots|Mozilla/5.0 AppleWebKit/537.36 KHTML like Gecko; compatible; GPTBot/1.3; +https://*** 
t13d1011h2_61a7ad8aa9b6_3a8073edd8ef,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/125.0.0.0 Safari/537.36
t13d1011h2_18ef40b21276_879711aa9f16,curl/8.7.1
t13d1011h1_61a7ad8aa9b6_3fcd1a44f3e3,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/131.0.0.0 Safari/537.36
t13d1011h1_61a7ad8aa9b6_3a8073edd8ef,Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/131.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/125.0.0.0 Safari/537.36|Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko Chrome/96.0.4664.45 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/131.0.0.0 Safari/537.36|Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko Chrome/131.0.0.0 Safari/537.36
t13d1011h1_18ef40b21276_879711aa9f16,curl/8.7.1|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36
t13d1010h2_61a7ad8aa9b6_82c0f9b358b9,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/125.0.0.0 Safari/537.36
t13d1010h2_61a7ad8aa9b6_6b38cc16d1b5,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/125.0.0.0 Safari/537.36
t13d1010h2_61a7ad8aa9b6_6a7d638fc319,Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/131.0.0.0 Safari/537.36; compatible; OAISearchBot/1.3; +https|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/131.0.0.0 Safari/537.36; compatible; OAISearchBot/1.0; +https|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/131.0.0.0 Safari/537.36; compatible; OAISearchBot/1.0; robots|Mozilla/5.0 AppleWebKit/537.36 KHTML like Gecko; compatible; ClaudeBot/1.0; +claudebot@anthropic.com|Mozilla/5.0 AppleWebKit/537.36 KHTML like Gecko; compatible; GPTBot/1.2; +https://*** |Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/131.0.0.0 Safari/537.36; compatible; OAISearchBot/1.3; robots|Mozilla/5.0 AppleWebKit/537.36 KHTML like Gecko; compatible; GPTBot/1.3; +https://*** 
t13d1010h2_61a7ad8aa9b6_3a8073edd8ef,
t13d1010h2_61a7ad8aa9b6_2aad899d9421,Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/131.0.0.0 Safari/537.36; compatible; OAISearchBot/1.3; +https|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/131.0.0.0 Safari/537.36; compatible; OAISearchBot/1.0; +https|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/131.0.0.0 Safari/537.36; compatible; OAISearchBot/1.0; robots|Mozilla/5.0 AppleWebKit/537.36 KHTML like Gecko; compatible; ClaudeBot/1.0; +claudebot@anthropic.com|Mozilla/5.0 AppleWebKit/537.36 KHTML like Gecko; compatible; GPTBot/1.2; +https://*** |Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/131.0.0.0 Safari/537.36; compatible; OAISearchBot/1.3; robots|Mozilla/5.0 AppleWebKit/537.36 KHTML like Gecko; compatible; GPTBot/1.3; +https://*** 
t13d1010h2_18ef40b21276_879711aa9f16,curl/8.7.1
t13d1010h1_61a7ad8aa9b6_82c0f9b358b9,
t13d1010h1_61a7ad8aa9b6_6b38cc16d1b5,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/125.0.0.0 Safari/537.36|Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko Chrome/96.0.4664.45 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/131.0.0.0 Safari/537.36
t13d1010h1_61a7ad8aa9b6_3a8073edd8ef,
t13d1010h1_61a7ad8aa9b6_2aad899d9421,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/131.0.0.0 Safari/537.36
t13d1010h1_18ef40b21276_879711aa9f16,curl/8.7.1
t13d101000_61a7ad8aa9b6_f9531d972513,Mozilla/5.0 AppleWebKit/537.36 KHTML like Gecko; compatible; PerplexityBot/1.0; +https://*** 
t13d101000_61a7ad8aa9b6_3fcd1a44f3e3,Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko Chrome/120.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64; rv:121.0 Gecko/20100101 Firefox/121.0|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/120.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/120.0.0.0 Safari/537.36
t13d101000_61a7ad8aa9b6_3ea2f44fd1af,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/147.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/134.0.0.0 Safari/537.3
t13d101000_61a7ad8aa9b6_05ab82c7b2ab,Mozilla/5.0 AppleWebKit/537.36 KHTML like Gecko; compatible; PerplexityBot/1.0; +https://*** 
t13d1009h1_61a7ad8aa9b6_6b38cc16d1b5,
t13d100900_61a7ad8aa9b6_f2fd57e44be6,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/144.0.0.0 Safari/537.36
t13d100900_61a7ad8aa9b6_d268365384ff,Mozilla/5.0 AppleWebKit/537.36 KHTML like Gecko; compatible; PerplexityBot/1.0; +https://*** 
t13d100900_61a7ad8aa9b6_ce7a24734f69,Mozilla/5.0 AppleWebKit/537.36 KHTML like Gecko; compatible; PerplexityBot/1.0; +https://*** 
t13d100900_61a7ad8aa9b6_acd95c25accc,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/147.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/134.0.0.0 Safari/537.3
t13d100900_61a7ad8aa9b6_6a7d638fc319,Mozilla/5.0 Windows NT 10.0; Win64; x64; rv:121.0 Gecko/20100101 Firefox/121.0|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/120.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36
t13d100900_61a7ad8aa9b6_33f5d0497578,Mozilla/5.0 AppleWebKit/537.36 KHTML like Gecko; compatible; PerplexityBot/1.0; +https://*** 
t13d100900_61a7ad8aa9b6_32c39f616f8c,Mozilla/5.0 AppleWebKit/537.36 KHTML like Gecko; compatible; PerplexityBot/1.0; +https://*** 
t13d100900_61a7ad8aa9b6_2aad899d9421,curl/8.4.0|Mozilla/5.0 Windows NT 10.0; Win64; x64; rv:121.0 Gecko/20100101 Firefox/121.0|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/120.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/120.0.0.0 Safari/537.36
t13d100900_61a7ad8aa9b6_153acc72ceed,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/147.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/134.0.0.0 Safari/537.3
t13d100800_61a7ad8aa9b6_dbf82583d08c,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/144.0.0.0 Safari/537.36
t13d100800_61a7ad8aa9b6_74c56a495883,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/144.0.0.0 Safari/537.36
t13d081400_b8c177e1861e_4769d65a485e,
t13d081300_b8c177e1861e_a5b99884f7f5,
t12d960100_d4a9a880ba19_d2e2adf7177b,nvdorz|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36
t12d960100_4b1105c48938_d2e2adf7177b,nvdorz
t12d960100_2e2b71e943e0_d2e2adf7177b,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36|nvdorz
t12d9006h1_c6771aded2ed_2ade15010e92,pythonrequests/2.32.5|pythonrequests/2.32.3
t12d860700_e18388e7f3a3_82637eba5084,
t12d860600_e18388e7f3a3_f476540c9bfa,
t12d860600_e18388e7f3a3_c41fc34e2394,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/78.0.3904.108 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/131.0.0.0 Safari/537.36
t12d860500_e18388e7f3a3_c41fc34e2394,
t12d8008h1_9cedc1f1428b_23281c3a2393,Mozilla/5.0 AppleWebKit/537.36 KHTML like Gecko; compatible; GPTBot/1.2; +https://*** 
t12d8007h2_9cedc1f1428b_75ef9fbffc02,curl/8.3.0
t12d800500_9cedc1f1428b_f476540c9bfa,
t12d7812h1_ab95583b6d39_b5f122c55bbb,pythonrequests/2.31.0
t12d781200_ab95583b6d39_a3706e97eafa,
t12d781100_ab95583b6d39_a3706e97eafa,
t12d751100_479067518aa3_f7ecb151581b,
t12d751100_479067518aa3_458dc95a31b2,
t12d660700_d16616bd43e4_23281c3a2393,
t12d660500_d16616bd43e4_dc4d1f14a2e8,
t12d650700_0dd215169a35_a9db0c6270df,Pythonurllib/2.7
t12d610700_bfe859a480cc_a9b27286308e,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/83.0.4103.116 Safari/537.36
t12d610700_8a10cb45a794_6007ebf6b98f,
t12d600600_51f219a9f90c_8587f467d9ea,pythonrequests/2.32.4
t12d5908h1_7bd0586cbef7_17654d40abba,
t12d570600_a9b052df0218_a1e935682795,
t12d560700_8aab05645947_4446390ac224,Mozilla/5.0 Windows NT 10.0; Win64; x64; rv:73.0 Gecko/20100101 Firefox/73.0|Mozilla/5.0 Windows NT 10.0; Win64; x64; rv:90.0 Gecko/20100101 Firefox/90.0|Mozilla/5.0 Windows NT 10.0; Win64; x64; rv:77.0 Gecko/20100101 Firefox/77.0|Mozilla/5.0 Windows NT 10.0; Win64; x64; rv:79.0 Gecko/20100101 Firefox/79.0
t12d4907h1_730fb1b0ac6a_8587f467d9ea,Mozilla/5.0 Linux; Android 12 Chrome/112.0|Mozilla/5.0 Windows NT 6.1; WOW64 AppleWebKit/537.36 KHTML like Gecko Chrome/42.0.2311.90 Safari/537.36
t12d4906h1_730fb1b0ac6a_22a92d800fe4,Mozilla/5.0 Linux; Android 12 Chrome/112.0|Mozilla/5.0 Windows NT 6.1; WOW64 AppleWebKit/537.36 KHTML like Gecko Chrome/42.0.2311.90 Safari/537.36
t12d490600_730fb1b0ac6a_a1e935682795,
t12d460900_5f5519fb12cc_686390af6b8e,
t12d460700_4340435a52a7_a8cc486ca5dc,
t12d430700_1ce71f0edbb1_269097225c9f,Java/1.8.0_322|SlaccaleBot|Mozilla/5.0 AppleWebKit/537.36 KHTML like Gecko; compatible; Amazonbot/0.1; +https://*** Chrome/119.0.6045.214 Safa
t12d430600_1ce71f0edbb1_a1e935682795,
t12d420600_a4993b992045_ead284e5d3ae,
t12d400700_9479543b8654_a8cc486ca5dc,
t12d3805h1_10ed599f3404_aaf95bb78ec9,pythonrequests/2.32.5
t12d330500_5172cef6ed69_021165082e1c,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/60.0.3112.113 Safari/537.36
t12d290700_fc2078a0b8c0_8c06664c3ac5,Mozilla/5.0 compatible; MJ12bot/v1.4.8; http://*** 
t12d290400_11b08e233c4b_c27888be5c97,
t12d2807h2_d943125447b4_a44c6288192a,
t12d280700_bbd4f008d9b2_f28add8e7af0,Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko Chrome/81.0.4044.129 Safari/537.36
t12d280700_b75078996b15_6b16546de802,curl/7.29.0|Mozilla/5.0 Windows NT 6.1; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/79.0.3945.130 Safari/537.36
t12d280700_76ec540469e1_e52a70c5eba9,
t12d280600_b75078996b15_6b16546de802,
t12d210800_76e208dd3e22_16bbda4055b2,
t12d210700_76e208dd3e22_f28add8e7af0,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/120.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64; rv:128.0 Gecko/20100101 Firefox/128.0|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/74.0.3729.169 Safari/537.36|Mozilla/5.0
t12d210700_76e208dd3e22_2dae41c691ec,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/120.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/143.0.0.0 Safari/537.36|Mozilla/5.0
t12d200700_c903b3b6e441_fc1bf9048caf,
t12d200700_22c523c4c553_2dae41c691ec,Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/605.1.15 KHTML like Gecko Version/17.0 Safari/605.1.15|Mozilla/5.0
t12d190800_d83cc789557e_7af1ed941c26,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/91.0.4472.124 Safari/537.36
t12d190800_d83cc789557e_16bbda4055b2,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/91.0.4472.124 Safari/537.36
t12d180800_4b22cbed5bed_7af1ed941c26,
t12d180700_4b22cbed5bed_2dae41c691ec,Mozilla/5.0
t12d1515h2_8daaf6152771_f02adf634af2,
t12d1508h1_d68b136fe8d9_e7e480e5a997,
t12d1310h2_8b80da21ef18_e69ac49eb88f,Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko HeadlessChrome/68.0.3440.106 Safari/537.36
t12d130800_2d7513195f68_58c65dd66cfb,
t12d130600_2d7513195f68_e51b7354d87f,Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/142.0.0.0 Safari/537.36
t12d130500_2d7513195f68_e51b7354d87f,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/108.0.0.0 Safari/537.36
t12d130500_2d7513195f68_021165082e1c,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/60.0.3112.113 Safari/537.36
t12d1209h2_d34a8e72043a_e08eabe7240f,
t12d1209h2_d34a8e72043a_b39be8c56a14,
t12d1208h2_d34a8e72043a_31a7e1922da8,
t12d100900_a8cf61a50a39_824bd91ab3e2,
t12d100600_75366a718a82_ead284e5d3ae,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/107.0.0.0 Safari/537.36
t12d080700_0df93f53a2f9_2dae41c691ec,Mozilla/5.0
